x,y
-5.0,35.220127504665555
-4.655172413793103,27.691363963014197
-4.310344827586206,27.162877460057224
-3.9655172413793105,20.066019501833374
-3.6206896551724137,17.153656235255088
-3.275862068965517,13.068345983356123
-2.9310344827586206,15.040920691647626
-2.586206896551724,6.373277110318532
-2.2413793103448274,10.63516331368588
-1.8965517241379306,2.626007455241352
-1.5517241379310343,-1.4254702283896479
-1.206896551724138,-1.1633020324025587
-0.8620689655172411,-1.8855213488591793
-0.5172413793103443,11.453604093529274
-0.1724137931034484,3.09498468786048
0.1724137931034484,6.45678105823315
0.5172413793103452,-5.542935964728053
0.862068965517242,5.581895899301684
1.2068965517241388,5.6711153630159155
1.5517241379310347,14.312861381397061
1.8965517241379315,11.482254818293978
2.2413793103448283,12.262449472157007
2.586206896551724,20.61715295288917
2.931034482758621,29.797000109559075
3.275862068965518,34.39080273495636
3.6206896551724146,33.79155973993764
3.9655172413793114,40.36715218078402
4.310344827586208,55.400082134124496
4.655172413793103,64.89518520886301
5.0,63.60671264089202
